Player 17 3
|Random Agent| 3 15
|Random Agent| 0 18
Player 15 12
|Random Agent| 1 16
|Random Agent| 7 17
|Random Agent| 1 15
Player 15 14
|Random Agent| 0 15
|Random Agent| 2 15
|Random Agent| 1 16
|Random Agent| 0 16
|Random Agent| 3 15
|Random Agent| 0 17
|Random Agent| 4 16
|Random Agent| 0 16
|Random Agent| 1 15
Player 16 14
|Random Agent| 0 15
|Random Agent| 2 16
Player 16 5
|Random Agent| 4 16
|Random Agent| 0 19
|Random Agent| 3 15
|Random Agent| 5 19
|Random Agent| 1 18
|Random Agent| 1 15
|Random Agent| 1 16
|Random Agent| 4 17
|Random Agent| 0 15
|Random Agent| 0 16
|Random Agent| 2 16
|Random Agent| 2 17
Player 16 3
|Random Agent| 0 15
|Random Agent| 12 16
|Random Agent| 1 16
|Random Agent| 5 16
|Random Agent| 2 15
Player 15 2
|Random Agent| 0 18
|Random Agent| 1 15
|Random Agent| 1 15
|Random Agent| 6 15
|Random Agent| 3 15
|Random Agent| 6 15
|Random Agent| 2 16
|Random Agent| 0 15
|Random Agent| 0 16
Player 17 14
|Random Agent| 0 15
|Random Agent| 0 15
Player 17 5
|Random Agent| 3 17
|Random Agent| 14 18
|Random Agent| 1 16
|Random Agent| 0 15
|Random Agent| 2 15
|Random Agent| 10 18
|Random Agent| 10 19
|Random Agent| 1 15
|Random Agent| 0 15
|Random Agent| 4 16
Player 16 9
|Random Agent| 0 15
|Random Agent| 10 16
|Random Agent| 11 15
|Random Agent| 9 15
|Random Agent| 9 18
|Random Agent| 6 15
|Random Agent| 1 18
Player 16 14
|Random Agent| 2 15
|Random Agent| 0 16
|Random Agent| 5 17
|Random Agent| 0 17
|Random Agent| 1 16
|Random Agent| 0 15
|Random Agent| 4 15
Player 17 13
|Random Agent| 0 15
|Random Agent| 8 15
|Random Agent| 0 15
|Random Agent| 1 17
|Random Agent| 1 19
|Random Agent| 2 16
|Random Agent| 1 15
Player 16 14
|Random Agent| 2 19
|Random Agent| 5 15
|Random Agent| 1 17
|Random Agent| 2 15
|Random Agent| 5 15
|Random Agent| 13 16
|Random Agent| 11 17
|Random Agent| 1 16
Player 15 6
|Random Agent| 0 17
|Random Agent| 0 18
|Random Agent| 12 15
|('Player', 14)| |('Random Agent', 86)| |('None', 0)|
